"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         234,      -6.488592248,      -6.446298909,      -6.648672696,      -6.278457959,      -5.877864498,      -7.960548946
          0,           0,         235,      -6.493503699,      -6.445726873,      -6.664996246,      -6.293988361,      -5.883451659,      -7.960440234
          0,           0,         236,      -6.512467524,      -6.461837353,      -6.664143992,       -6.28029964,      -5.904331653,      -7.960321696
          0,           0,         237,      -6.477143108,      -6.435692581,      -6.646146617,      -6.269016754,      -5.869165129,      -7.960184813
          0,           0,         238,      -6.480678734,      -6.435519244,      -6.640649869,      -6.274014223,      -5.872615789,      -7.960032585
          0,           0,         239,       -6.49424325,      -6.451390861,      -6.653787802,      -6.282657903,      -5.884645726,      -7.959873898
          0,           0,         240,       -6.48883171,      -6.448387786,      -6.657513092,       -6.27163566,      -5.877985623,      -7.959706238
          0,           0,         241,      -6.491484245,      -6.449763441,      -6.666088187,      -6.278082841,      -5.881164792,      -7.959527912
          0,           0,         242,      -6.494665625,      -6.455234525,      -6.671823978,       -6.29400362,      -5.884979464,      -7.959336713
          0,           0,         243,      -6.521419616,      -6.475888219,      -6.665358398,      -6.287065867,      -5.912146646,      -7.959137072
          0,           0,         244,      -6.481857706,      -6.446198119,      -6.652527755,      -6.277570098,      -5.872843845,      -7.958928414
          0,           0,         245,      -6.493411425,      -6.453442602,      -6.652210505,       -6.27984643,      -5.883900772,      -7.958699595
          0,           0,         246,      -6.496111598,       -6.45583179,      -6.673451858,      -6.292058839,      -5.886152899,      -7.958452187
          0,           0,         247,      -6.512249091,      -6.474476335,      -6.676288555,       -6.27652138,      -5.902107093,      -7.958190788
          0,           0,         248,      -6.474227796,      -6.440932932,      -6.653238708,      -6.262860623,      -5.864714771,       -7.95792196
          0,           0,         249,      -6.477111336,      -6.443849145,      -6.657140183,      -6.268891746,      -5.867335537,      -7.957650631
          0,           0,         250,      -6.488825494,      -6.454506629,      -6.659668867,      -6.263546299,      -5.878086414,      -7.957376008
          0,           0,         251,      -6.479757156,      -6.444446835,      -6.662849996,      -6.257232169,      -5.868435952,      -7.957104431
          0,           0,         252,      -6.462985817,       -6.43584663,      -6.656144969,      -6.253684045,      -5.851572589,      -7.956839288
          0,           0,         253,      -6.479264454,      -6.449047959,      -6.671343032,      -6.287933583,       -5.86947135,      -7.956580811
          0,           0,         254,       -6.51317753,      -6.474902317,       -6.67862647,      -6.269424906,      -5.904001941,       -7.95632611
          0,           0,         255,      -6.466212259,      -6.436242784,      -6.649583731,      -6.255329222,      -5.857810281,       -7.95607873
          0,           0,         256,      -6.471337845,      -6.435099357,      -6.650871769,      -6.265599691,      -5.863323396,      -7.955846925
          0,           0,         257,      -6.472502284,      -6.440623756,      -6.665408312,      -6.272889033,      -5.863333984,      -7.955630126
          0,           0,         258,      -6.503763732,      -6.466497002,      -6.682511237,      -6.287080433,      -5.893880906,      -7.955424238
          0,           0,         259,      -6.472517608,      -6.440597097,      -6.658034765,       -6.25328548,      -5.863389016,      -7.955235442
          0,           0,         260,      -6.458295313,      -6.431835892,      -6.651262665,      -6.268938975,      -5.849590632,      -7.955067244
          0,           0,         261,      -6.496890683,      -6.459360833,      -6.674494621,      -6.295579495,      -5.888602976,      -7.954918312
          0,           0,         262,      -6.505459501,      -6.469066168,      -6.676968532,      -6.284108899,      -5.895382678,      -7.954780113
          0,           0,         263,      -6.471178109,      -6.440221566,      -6.657065338,      -6.259783361,      -5.859651884,      -7.954651723
          0,           0,         264,      -6.439933025,      -6.413539352,      -6.643113031,      -6.256281312,      -5.829007832,      -7.954535792
          0,           0,         265,      -6.462954128,      -6.435730847,      -6.665343766,      -6.276789779,      -5.852440923,      -7.954425785
          0,           0,         266,       -6.50284693,      -6.470730531,      -6.683146123,      -6.287276569,      -5.893509726,      -7.954312799
          0,           0,         267,      -6.488934879,       -6.46316144,      -6.659979883,      -6.265934134,      -5.880163079,      -7.954196001
          0,           0,         268,      -6.453158645,      -6.432311998,      -6.638883215,      -6.254694985,      -5.843643201,      -7.954079126
          0,           0,         269,      -6.453728246,      -6.434830457,      -6.649616146,      -6.275247288,      -5.843371262,       -7.95395987
          0,           0,         270,      -6.505339152,      -6.481852257,      -6.693322224,       -6.29220858,      -5.893413733,      -7.953834023
          0,           0,         271,      -6.503728332,      -6.479519544,      -6.688050369,      -6.277026772,      -5.892168875,      -7.953701149
          0,           0,         272,      -6.482122925,      -6.458307363,      -6.664054894,      -6.270430546,      -5.872200105,      -7.953563018
          0,           0,         273,       -6.46826805,      -6.451636304,      -6.663156213,      -6.276246742,      -5.858607688,      -7.953418135
          0,           0,         274,      -6.509337015,      -6.486756263,      -6.687825587,      -6.308167656,      -5.898862516,      -7.953259122
          0,           0,         275,      -6.532344946,      -6.512673634,      -6.700559902,       -6.29477242,      -5.919665805,      -7.953085386
          0,           0,         276,      -6.495730422,      -6.480006947,      -6.679394135,      -6.285552427,         -5.883822,        -7.9529081
          0,           0,         277,      -6.497534637,      -6.474381997,      -6.683691514,      -6.290846041,      -5.886678943,       -7.95273415
          0,           0,         278,      -6.509025887,      -6.489721937,      -6.702407882,      -6.300898985,      -5.898799214,      -7.952559395
          0,           0,         279,      -6.532089157,      -6.511336373,      -6.697205467,      -6.302944639,      -5.921724556,      -7.952381762
          0,           0,         280,      -6.487802698,      -6.461577412,       -6.66905124,      -6.279867484,      -5.877049053,       -7.95220365
          0,           0,         281,        -6.4775234,      -6.464231743,      -6.666392686,      -6.278878943,       -5.86549986,      -7.952030365
          0,           0,         282,      -6.486411424,      -6.450907933,       -6.69249666,      -6.281135614,      -5.874493232,      -7.951862205
          0,           0,         283,      -6.505621162,      -6.485634522,      -6.708976159,      -6.282621348,      -5.893373004,      -7.951701878
          0,           0,         284,      -6.483398824,      -6.438951409,      -6.680136841,      -6.269140417,      -5.873949348,      -7.951559121
          0,           0,         285,      -6.463152381,      -6.435360599,      -6.657558652,      -6.276416981,      -5.854369586,      -7.951435504
          0,           0,         286,      -6.467184663,      -6.410165748,      -6.669532695,      -6.279151118,      -5.857286207,      -7.951326326
          0,           0,         287,      -6.494191489,      -6.448072508,      -6.697005039,      -6.274445679,      -5.882840235,      -7.951229401
          0,           0,         288,      -6.473713362,      -6.407457256,      -6.686177312,      -6.262896513,      -5.861279403,      -7.951146282
          0,           0,         289,      -6.455910625,      -6.417119012,      -6.670698719,      -6.259325364,      -5.844430517,       -7.95107799
          0,           0,         290,      -6.455427609,      -6.396507342,      -6.670648163,      -6.285192177,      -5.845702879,      -7.951015364
          0,           0,         291,      -6.497663718,      -6.455794689,      -6.704111777,      -6.285726032,      -5.887001984,      -7.950955718
          0,           0,         292,      -6.490961594,      -6.427165893,      -6.688973089,       -6.27121303,      -5.881130676,      -7.950905933
          0,           0,         293,      -6.488656917,      -6.443735844,       -6.67920479,      -6.286377058,      -5.877675542,      -7.950872223
          0,           0,         294,      -6.487577005,      -6.446599141,      -6.690353604,      -6.296131132,       -5.87620242,      -7.950850615
          0,           0,         295,      -6.521121392,      -6.483408007,      -6.716319478,       -6.31731276,      -5.909136296,      -7.950832592
